ts_iso,ts_ms,run_id,replicate,experiment_elapsed_s,experiment_phase,selected_fault_code,selected_fault_severity,asset_id,schema_version,model_version,sequence_id,sequence_gap,stream_status,synchronisation_status,control_mode,operating_mode,speed_command_pct,target_rpm,actual_rpm,speed_error_rpm,process_heat_load_w,effective_process_heat_load_w,mechanical_load,effective_mechanical_load,ambient_temperature_c,temperature_c,current_a,current_multiplier,vibration_g,vibration_offset_g,power_w,energy_wh,cooling_rate_c_per_s,cooling_efficiency,thermal_resistance_c_per_w,legacy_thermal_eff_index,co2_g,health_overall,health_status,embedded_fault_code,embedded_fault_class_id,embedded_fault_binary_label,embedded_fault_label,embedded_fault_severity,embedded_fault_active,anomaly,ai_fault_code,ai_fault_label,ai_confidence,ai_severity,accepted_commands,rejected_commands
2026-08-19T15:08:54.861Z,1787152134861,FAN_DT_001_F0_S00_R02_20260819T150854,2,0.034,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4868,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.48241,38.42,1.028,1,0.0254,0,207.97,27.8158,0.00751,1,0.18,3.613,6.4811,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,15,0
2026-08-19T15:08:55.894Z,1787152135894,FAN_DT_001_F0_S00_R02_20260819T150854,2,1.068,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4869,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.46855,38.41,1.028,1,0.0254,0,207.97,0.0596,0.0076,1,0.18,3.654,0.0139,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:08:56.921Z,1787152136921,FAN_DT_001_F0_S00_R02_20260819T150854,2,2.095,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4870,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.45504,38.4,1.028,1,0.0254,0,207.97,0.119,0.00772,1,0.18,3.712,0.0277,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:08:57.952Z,1787152137952,FAN_DT_001_F0_S00_R02_20260819T150854,2,3.125,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4871,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.44184,38.39,1.028,1,0.0254,0,207.97,0.1782,0.0078,1,0.18,3.752,0.0415,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:08:58.980Z,1787152138980,FAN_DT_001_F0_S00_R02_20260819T150854,2,4.153,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4872,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.4289,38.39,1.028,1,0.0254,0,207.97,0.2376,0.00787,1,0.18,3.785,0.0554,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:09:00.007Z,1787152140007,FAN_DT_001_F0_S00_R02_20260819T150854,2,5.181,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4873,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.41627,38.38,1.028,1,0.0254,0,207.97,0.2969,0.00796,1,0.18,3.826,0.0692,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:09:01.034Z,1787152141034,FAN_DT_001_F0_S00_R02_20260819T150854,2,6.207,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4874,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.40397,38.37,1.028,1,0.0254,0,207.97,0.356,0.008,1,0.18,3.849,0.083,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:09:02.062Z,1787152142062,FAN_DT_001_F0_S00_R02_20260819T150854,2,7.235,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4875,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.39196,38.36,1.028,1,0.0254,0,207.97,0.4154,0.00808,1,0.18,3.885,0.0968,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:09:03.086Z,1787152143086,FAN_DT_001_F0_S00_R02_20260819T150854,2,8.259,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4876,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.38025,38.35,1.028,1,0.0254,0,207.97,0.4747,0.00812,1,0.18,3.904,0.1106,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
2026-08-19T15:09:04.116Z,1787152144116,FAN_DT_001_F0_S00_R02_20260819T150854,2,9.29,BASELINE,F0,0,FAN_DT_001,3.0,process-model-3.0.0-build3,4877,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.36889,38.34,1.028,1,0.0254,0,207.97,0.5339,0.00818,1,0.18,3.932,0.1244,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,16,0
