ts_iso,ts_ms,run_id,replicate,experiment_elapsed_s,experiment_phase,selected_fault_code,selected_fault_severity,asset_id,schema_version,model_version,sequence_id,sequence_gap,stream_status,synchronisation_status,control_mode,operating_mode,speed_command_pct,target_rpm,actual_rpm,speed_error_rpm,process_heat_load_w,effective_process_heat_load_w,mechanical_load,effective_mechanical_load,ambient_temperature_c,temperature_c,current_a,current_multiplier,vibration_g,vibration_offset_g,power_w,energy_wh,cooling_rate_c_per_s,cooling_efficiency,thermal_resistance_c_per_w,legacy_thermal_eff_index,co2_g,health_overall,health_status,embedded_fault_code,embedded_fault_class_id,embedded_fault_binary_label,embedded_fault_label,embedded_fault_severity,embedded_fault_active,anomaly,ai_fault_code,ai_fault_label,ai_confidence,ai_severity,accepted_commands,rejected_commands
2026-08-19T19:34:29.818Z,1787168069818,FAN_DT_001_F4_S03_R01_20260819T193429,1,0.302,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9028,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,199,0.3,0.315,25.33802,43.97,1.036,1,0.0255,0,209.64,0,0.00215,1,0.18,1.024,0,80.5,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:30.833Z,1787168070833,FAN_DT_001_F4_S03_R01_20260819T193429,1,1.316,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9029,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.32119,43.88,1.028,1,0.0254,0,207.97,0.0601,0.08422,1,0.18,40.497,0.014,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:31.868Z,1787168071868,FAN_DT_001_F4_S03_R01_20260819T193429,1,2.352,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9030,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.30441,43.8,1.028,1,0.0254,0,207.97,0.1193,0.08308,1,0.18,39.948,0.0278,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:32.891Z,1787168072891,FAN_DT_001_F4_S03_R01_20260819T193429,1,3.374,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9031,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.28741,43.71,1.028,1,0.0254,0,207.97,0.1787,0.08196,1,0.18,39.408,0.0416,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:33.919Z,1787168073919,FAN_DT_001_F4_S03_R01_20260819T193429,1,4.403,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9032,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.2704,43.63,1.028,1,0.0254,0,207.97,0.2378,0.08086,1,0.18,38.881,0.0554,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:34.966Z,1787168074966,FAN_DT_001_F4_S03_R01_20260819T193429,1,5.47,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9033,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.25312,43.55,1.028,1,0.0254,0,207.97,0.2972,0.07978,1,0.18,38.36,0.0692,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:35.974Z,1787168075974,FAN_DT_001_F4_S03_R01_20260819T193429,1,6.459,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9034,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.23576,43.46,1.028,1,0.0254,0,207.97,0.3564,0.07872,1,0.18,37.853,0.083,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:37.003Z,1787168077003,FAN_DT_001_F4_S03_R01_20260819T193429,1,7.486,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9035,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.21823,43.38,1.028,1,0.0254,0,207.97,0.4158,0.07766,1,0.18,37.341,0.0969,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:38.036Z,1787168078036,FAN_DT_001_F4_S03_R01_20260819T193429,1,8.519,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9036,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.20061,43.3,1.028,1,0.0254,0,207.97,0.4751,0.07667,1,0.18,36.867,0.1107,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
2026-08-19T19:34:39.062Z,1787168079062,FAN_DT_001_F4_S03_R01_20260819T193429,1,9.546,BASELINE,F4,0.3,FAN_DT_001,3.0,process-model-3.0.0-build3,9037,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,25.18285,43.23,1.028,1,0.0254,0,207.97,0.5345,0.07566,1,0.18,36.38,0.1245,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,27,0
