ts_iso,ts_ms,run_id,replicate,experiment_elapsed_s,experiment_phase,selected_fault_code,selected_fault_severity,asset_id,schema_version,model_version,sequence_id,sequence_gap,stream_status,synchronisation_status,control_mode,operating_mode,speed_command_pct,target_rpm,actual_rpm,speed_error_rpm,process_heat_load_w,effective_process_heat_load_w,mechanical_load,effective_mechanical_load,ambient_temperature_c,temperature_c,current_a,current_multiplier,vibration_g,vibration_offset_g,power_w,energy_wh,cooling_rate_c_per_s,cooling_efficiency,thermal_resistance_c_per_w,legacy_thermal_eff_index,co2_g,health_overall,health_status,embedded_fault_code,embedded_fault_class_id,embedded_fault_binary_label,embedded_fault_label,embedded_fault_severity,embedded_fault_active,anomaly,ai_fault_code,ai_fault_label,ai_confidence,ai_severity,accepted_commands,rejected_commands
2026-08-19T15:48:01.208Z,1787154481208,FAN_DT_001_F1_S09_R01_20260819T154800,1,0.988,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7145,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.51896,38,1.028,1,0.0254,0,207.97,0.0598,0.00003,1,0.18,0.014,0.0139,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:02.226Z,1787154482226,FAN_DT_001_F1_S09_R01_20260819T154800,1,2.007,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7146,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.53361,38,1.028,1,0.0254,0,207.97,0.1189,-0.0002,1,0.18,0.099,0.0277,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:03.253Z,1787154483253,FAN_DT_001_F1_S09_R01_20260819T154800,1,3.033,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7147,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.5486,38,1.028,1,0.0254,0,207.97,0.1784,-0.00045,1,0.18,0.217,0.0416,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:04.284Z,1787154484284,FAN_DT_001_F1_S09_R01_20260819T154800,1,4.064,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7148,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.56377,38,1.028,1,0.0254,0,207.97,0.2377,-0.00069,1,0.18,0.334,0.0554,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:05.310Z,1787154485310,FAN_DT_001_F1_S09_R01_20260819T154800,1,5.091,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7149,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.57924,38,1.028,1,0.0254,0,207.97,0.2972,-0.00094,1,0.18,0.452,0.0692,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:06.338Z,1787154486338,FAN_DT_001_F1_S09_R01_20260819T154800,1,6.118,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7150,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.59477,38.01,1.028,1,0.0254,0,207.97,0.3561,-0.00117,1,0.18,0.565,0.083,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:07.367Z,1787154487367,FAN_DT_001_F1_S09_R01_20260819T154800,1,7.148,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7151,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.61073,38.01,1.028,1,0.0254,0,207.97,0.4159,-0.00142,1,0.18,0.682,0.0969,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:08.410Z,1787154488410,FAN_DT_001_F1_S09_R01_20260819T154800,1,8.19,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7152,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.62668,38.01,1.028,1,0.0254,0,207.97,0.4749,-0.00163,1,0.18,0.784,0.1106,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:09.422Z,1787154489422,FAN_DT_001_F1_S09_R01_20260819T154800,1,9.202,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7153,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.64296,38.01,1.028,1,0.0254,0,207.97,0.5343,-0.00188,1,0.18,0.903,0.1245,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
2026-08-19T15:48:10.452Z,1787154490452,FAN_DT_001_F1_S09_R01_20260819T154800,1,10.234,BASELINE,F1,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,7154,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.65932,38.01,1.028,1,0.0254,0,207.97,0.5933,-0.00213,1,0.18,1.022,0.1382,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,28,0
