ts_iso,ts_ms,run_id,replicate,experiment_elapsed_s,experiment_phase,selected_fault_code,selected_fault_severity,asset_id,schema_version,model_version,sequence_id,sequence_gap,stream_status,synchronisation_status,control_mode,operating_mode,speed_command_pct,target_rpm,actual_rpm,speed_error_rpm,process_heat_load_w,effective_process_heat_load_w,mechanical_load,effective_mechanical_load,ambient_temperature_c,temperature_c,current_a,current_multiplier,vibration_g,vibration_offset_g,power_w,energy_wh,cooling_rate_c_per_s,cooling_efficiency,thermal_resistance_c_per_w,legacy_thermal_eff_index,co2_g,health_overall,health_status,embedded_fault_code,embedded_fault_class_id,embedded_fault_binary_label,embedded_fault_label,embedded_fault_severity,embedded_fault_active,anomaly,ai_fault_code,ai_fault_label,ai_confidence,ai_severity,accepted_commands,rejected_commands
2026-08-19T18:47:47.009Z,1787165267009,FAN_DT_001_F3_S09_R01_20260819T184746,1,0.634,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6313,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.83465,38.8,1.028,1,0.0254,0,207.97,0.0213,0.00798,1,0.18,3.835,0.005,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:48.056Z,1787165268056,FAN_DT_001_F3_S09_R01_20260819T184746,1,1.681,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6314,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.81687,38.79,1.028,1,0.0254,0,207.97,0.0805,0.00811,1,0.18,3.902,0.0187,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:49.080Z,1787165269080,FAN_DT_001_F3_S09_R01_20260819T184746,1,2.705,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6315,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.79912,38.78,1.028,1,0.0254,0,207.97,0.1399,0.00829,1,0.18,3.986,0.0326,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:50.099Z,1787165270099,FAN_DT_001_F3_S09_R01_20260819T184746,1,3.724,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6316,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.78151,38.77,1.028,1,0.0254,0,207.97,0.1992,0.00844,1,0.18,4.058,0.0464,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:51.125Z,1787165271125,FAN_DT_001_F3_S09_R01_20260819T184746,1,4.75,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6317,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.76398,38.76,1.028,1,0.0254,0,207.97,0.2586,0.00856,1,0.18,4.117,0.0602,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:52.148Z,1787165272148,FAN_DT_001_F3_S09_R01_20260819T184746,1,5.773,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6318,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.7466,38.75,1.028,1,0.0254,0,207.97,0.3179,0.00871,1,0.18,4.189,0.0741,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:53.225Z,1787165273225,FAN_DT_001_F3_S09_R01_20260819T184746,1,6.85,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6319,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.7294,38.74,1.028,1,0.0254,0,207.97,0.3771,0.00885,1,0.18,4.256,0.0879,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:54.209Z,1787165274209,FAN_DT_001_F3_S09_R01_20260819T184746,1,7.834,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6320,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.71228,38.74,1.028,1,0.0254,0,207.97,0.4364,0.00897,1,0.18,4.314,0.1017,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:55.234Z,1787165275234,FAN_DT_001_F3_S09_R01_20260819T184746,1,8.859,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6321,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.69534,38.73,1.028,1,0.0254,0,207.97,0.4957,0.0091,1,0.18,4.377,0.1155,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
2026-08-19T18:47:56.263Z,1787165276263,FAN_DT_001_F3_S09_R01_20260819T184746,1,9.888,BASELINE,F3,0.9,FAN_DT_001,3.0,process-model-3.0.0-build3,6322,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.67858,38.72,1.028,1,0.0254,0,207.97,0.5549,0.00923,1,0.18,4.436,0.1293,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,21,0
