ts_iso,ts_ms,run_id,replicate,experiment_elapsed_s,experiment_phase,selected_fault_code,selected_fault_severity,asset_id,schema_version,model_version,sequence_id,sequence_gap,stream_status,synchronisation_status,control_mode,operating_mode,speed_command_pct,target_rpm,actual_rpm,speed_error_rpm,process_heat_load_w,effective_process_heat_load_w,mechanical_load,effective_mechanical_load,ambient_temperature_c,temperature_c,current_a,current_multiplier,vibration_g,vibration_offset_g,power_w,energy_wh,cooling_rate_c_per_s,cooling_efficiency,thermal_resistance_c_per_w,legacy_thermal_eff_index,co2_g,health_overall,health_status,embedded_fault_code,embedded_fault_class_id,embedded_fault_binary_label,embedded_fault_label,embedded_fault_severity,embedded_fault_active,anomaly,ai_fault_code,ai_fault_label,ai_confidence,ai_severity,accepted_commands,rejected_commands
2026-08-19T15:32:43.369Z,1787153563369,FAN_DT_001_F1_S06_R01_20260819T153243,1,0.166,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6255,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.33543,38.46,1.028,1,0.0254,0,207.97,46.94,0.01061,1,0.18,5.1,10.937,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,23,0
2026-08-19T15:32:44.403Z,1787153564403,FAN_DT_001_F1_S06_R01_20260819T153243,1,1.2,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6256,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.32539,38.45,1.028,1,0.0254,0,207.97,0.0596,0.01057,1,0.18,5.084,0.0139,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:45.429Z,1787153565429,FAN_DT_001_F1_S06_R01_20260819T153243,1,2.226,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6257,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.31573,38.43,1.028,1,0.0254,0,207.97,0.1191,0.01057,1,0.18,5.081,0.0277,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:46.457Z,1787153566457,FAN_DT_001_F1_S06_R01_20260819T153243,1,3.254,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6258,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.3065,38.42,1.028,1,0.0254,0,207.97,0.1781,0.01055,1,0.18,5.072,0.0415,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:47.486Z,1787153567486,FAN_DT_001_F1_S06_R01_20260819T153243,1,4.283,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6259,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.29756,38.41,1.028,1,0.0254,0,207.97,0.2375,0.01051,1,0.18,5.052,0.0553,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:48.516Z,1787153568516,FAN_DT_001_F1_S06_R01_20260819T153243,1,5.313,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6260,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.28899,38.4,1.028,1,0.0254,0,207.97,0.297,0.01046,1,0.18,5.031,0.0692,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:49.546Z,1787153569546,FAN_DT_001_F1_S06_R01_20260819T153243,1,6.343,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6261,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.28082,38.39,1.028,1,0.0254,0,207.97,0.3562,0.01042,1,0.18,5.012,0.083,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:50.571Z,1787153570571,FAN_DT_001_F1_S06_R01_20260819T153243,1,7.369,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6262,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.273,38.38,1.028,1,0.0254,0,207.97,0.4156,0.01038,1,0.18,4.991,0.0968,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:51.600Z,1787153571600,FAN_DT_001_F1_S06_R01_20260819T153243,1,8.397,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6263,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.2656,38.37,1.028,1,0.0254,0,207.97,0.4747,0.01033,1,0.18,4.967,0.1106,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
2026-08-19T15:32:52.626Z,1787153572626,FAN_DT_001_F1_S06_R01_20260819T153243,1,9.423,BASELINE,F1,0.6,FAN_DT_001,3.0,process-model-3.0.0-build3,6264,1,LIVE,SYNCHRONISED,AUTOMATIC,NORMAL,65,1950,1950,0,145,145,0.3,0.3,24.25855,38.36,1.028,1,0.0254,0,207.97,0.5341,0.01026,1,0.18,4.935,0.1244,100,HEALTHY,F0,0,0,healthy,0,0,0,,,,,24,0
